id,price,property_type,subproperty_type,region,province,locality,zip_code,latitude,longitude,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,fl_floodzone,state_building,primary_energy_consumption_sqm,epc,heating_type,fl_double_glazing,cadastral_income
17099000,350500,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8020,51.073558,3.1882993,2024,,588,3,3,MISSING,0,0,0,0,0,0,0,1,GOOD,,MISSING,MISSING,0,
55078000,230000,HOUSE,HOUSE,Wallonia,Liège,Verviers,4845,50.55535,5.9763424,1917,180,825,4,3,INSTALLED,0,0,1,20,1,550,0,1,MISSING,740,G,PELLET,0,520
3654000,375000,HOUSE,VILLA,Wallonia,Hainaut,Charleroi,6280,50.3540888,4.5020685,,,1200,4,3,MISSING,0,0,1,75,1,1,0,1,AS_NEW,,C,PELLET,0,
50917000,202200,APARTMENT,GROUND_FLOOR,Wallonia,Liège,Liège,4430,50.6572266,5.547423,2021,88,,,2,MISSING,0,0,0,0,0,0,0,1,AS_NEW,,MISSING,GAS,1,
21248000,320000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1180,50.8151525,4.3618806,,62,,,2,MISSING,0,0,0,0,0,0,0,1,GOOD,447,G,FUELOIL,1,
16221000,290000,APARTMENT,APARTMENT,Wallonia,Hainaut,Mouscron,7700,,,2022,97,,,1,INSTALLED,0,0,1,16,0,0,0,1,AS_NEW,39,A+,MISSING,1,
53132000,317000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5000,,,2024,108,,2,3,INSTALLED,0,0,1,32,0,0,0,1,MISSING,86,B,GAS,1,
62845000,421750,HOUSE,VILLA,Wallonia,Hainaut,Mons,7000,50.4720312,4.0181392,,160,950,4,4,INSTALLED,0,0,0,0,0,0,0,1,MISSING,,MISSING,GAS,0,
59276000,849000,HOUSE,VILLA,Flanders,West Flanders,Brugge,8370,,,1971,429,1274,4,5,INSTALLED,0,0,0,0,0,0,0,0,MISSING,370,D,FUELOIL,1,2134
248000,129900,HOUSE,HOUSE,Wallonia,Liège,Liège,4100,50.5937132,5.5093924,,218,76,2,4,INSTALLED,0,0,1,10,1,8,0,0,GOOD,255,C,PELLET,1,312
78486000,730000,HOUSE,APARTMENT_BLOCK,Brussels-Capital,Brussels,Brussels,1020,50.8967794,4.356066,1952,300,506,2,6,HYPER_EQUIPPED,0,0,1,10,1,320,0,1,TO_BE_DONE_UP,644,G,GAS,0,2992
27460000,419000,APARTMENT,PENTHOUSE,Flanders,Antwerp,Antwerp,2520,51.21405,4.5982852,,111,,4,2,USA_INSTALLED,0,0,1,16,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
21736000,149900,APARTMENT,FLAT_STUDIO,Flanders,Antwerp,Antwerp,2018,51.2004565,4.4089036,1969,50,,,1,SEMI_EQUIPPED,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,290,C,GAS,1,758
47337000,495000,HOUSE,HOUSE,Flanders,West Flanders,Roeselare,8840,50.9362404,3.0633395,2004,,415,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,158,B,MISSING,0,
74473000,367726,APARTMENT,APARTMENT,Flanders,East Flanders,Gent,9052,51.00886,3.7022223,2024,124,,3,3,HYPER_EQUIPPED,0,0,1,11,0,0,0,0,MISSING,,MISSING,MISSING,1,
33231000,169000,APARTMENT,APARTMENT,Wallonia,Namur,Namur,5100,50.4589869,4.8702582,1960,78,,2,2,SEMI_EQUIPPED,0,0,1,,0,0,0,0,GOOD,180,C,GAS,1,674
77071000,430000,HOUSE,HOUSE,Wallonia,Liège,Liège,4450,50.7059455,5.5724806,2018,,0,4,3,MISSING,0,1,1,32,1,300,1,1,MISSING,63,A,MISSING,1,870
25334000,325000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2275,51.2685069,4.7865499,,184,432,4,3,INSTALLED,0,0,1,60,0,0,0,1,TO_RENOVATE,518,F,GAS,1,679
66565000,1500000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8184854,4.3562715,1919,300,,2,4,INSTALLED,0,0,0,0,0,0,0,0,GOOD,184,D,GAS,1,2040
14891000,975000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8301,51.3396379,3.2638478,1960,216,,2,6,INSTALLED,0,0,0,0,1,,0,0,AS_NEW,211,C,GAS,1,
23437000,270150,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9550,50.8937969,3.8850257,,110,,,3,MISSING,0,0,1,8,0,0,0,1,MISSING,20,A,MISSING,0,
46973000,351800,HOUSE,HOUSE,Flanders,West Flanders,Diksmuide,8650,50.9892781,2.9571559,,149,244,,2,MISSING,0,0,1,,0,0,0,1,GOOD,,MISSING,MISSING,1,
4441000,436305,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1501,,,,127,392,4,3,MISSING,0,0,0,0,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
52386000,349000,HOUSE,HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1830,50.9070086,4.431734,,135,0,,3,INSTALLED,0,0,0,0,1,55,0,0,AS_NEW,317,D,GAS,1,
43929000,465000,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3560,50.9860807,5.1922981,,,,,3,MISSING,0,0,1,31,0,0,0,1,MISSING,,MISSING,MISSING,0,
75110000,295000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1190,50.8178731,4.3368777,1962,90,,2,2,MISSING,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,148,C,GAS,1,1172
69570000,317892,APARTMENT,APARTMENT,Flanders,East Flanders,Dendermonde,9255,51.0099192,4.1969484,2023,84,,4,2,USA_HYPER_EQUIPPED,0,0,1,12,0,0,0,0,AS_NEW,,MISSING,MISSING,1,
49681000,395000,HOUSE,HOUSE,Flanders,Limburg,Hasselt,3970,51.1135951,5.2518505,,,634,3,3,MISSING,0,0,1,,0,0,0,1,MISSING,,MISSING,MISSING,0,
6957000,695000,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1410,,,,200,820,4,3,HYPER_EQUIPPED,0,0,1,20,1,800,0,0,AS_NEW,282,D,MISSING,1,2766
59504000,575163,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8580,,,,176,753,,4,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,,MISSING,GAS,1,
12544000,100000,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,6560,50.3072542,4.114887,,165,300,3,2,NOT_INSTALLED,0,0,0,0,0,0,0,0,TO_RENOVATE,771,G,FUELOIL,0,679
32146000,325025,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2300,51.3231065,4.9509853,,117,,2,2,MISSING,0,1,1,17,0,0,0,0,MISSING,,MISSING,MISSING,1,
51789000,199000,APARTMENT,APARTMENT,Flanders,East Flanders,Oudenaarde,9600,50.7455638,3.5947653,2019,85,,,1,INSTALLED,0,0,1,12,0,0,0,0,MISSING,0,MISSING,GAS,1,
17518000,420000,HOUSE,TOWN_HOUSE,Flanders,Flemish Brabant,Halle-Vilvoorde,1853,50.9055694,4.3600968,1979,150,154,2,3,HYPER_EQUIPPED,0,0,1,,0,0,0,1,GOOD,247,C,GAS,0,1707
29682000,479000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9550,50.8555958,3.9222237,,192,900,2,3,INSTALLED,0,0,0,0,1,780,0,0,MISSING,,MISSING,MISSING,1,
3789000,372500,HOUSE,HOUSE,Flanders,West Flanders,Veurne,8620,51.1284296,2.7480379,,160,187,3,3,MISSING,0,0,0,0,0,0,0,1,MISSING,,MISSING,MISSING,0,
25638000,569000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1820,50.9563549,4.496941,1972,300,1575,4,3,INSTALLED,1,1,1,18,1,1575,0,1,GOOD,452,E,FUELOIL,1,1898
73701000,295000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8340,,,,76,,,1,MISSING,0,0,0,0,0,0,0,1,GOOD,0,MISSING,MISSING,0,
53550000,505000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3080,50.823293,4.5060298,,90,,,2,MISSING,0,0,1,9,0,0,0,1,MISSING,,MISSING,MISSING,0,
8440000,424000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2220,51.0703318,4.7196029,,183,316,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,20,A,MISSING,0,
60453000,275000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9470,50.8760059,4.0762661,,155,312,3,3,MISSING,0,0,0,0,1,312,0,1,MISSING,344,D,GAS,1,
52488000,279000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8860,50.885792,3.2533608,1991,194,439,,2,SEMI_EQUIPPED,0,0,0,0,0,0,0,0,TO_RENOVATE,419,E,GAS,1,808
52381000,1250000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3509547,3.2865581,1964,105,,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,96,A,GAS,0,
38256000,267000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,50.7284312,4.2258674,,76,,,1,MISSING,0,0,1,11,0,0,0,0,GOOD,,MISSING,MISSING,1,
71139000,165000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8470,51.1560198,2.9644222,,,,,1,MISSING,0,0,0,0,0,0,0,1,JUST_RENOVATED,117,B,GAS,1,438
56871000,222500,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9470,50.8866496,4.0781823,2024,76,,,1,USA_HYPER_EQUIPPED,0,0,1,8,0,0,0,0,MISSING,,MISSING,MISSING,1,
56210000,265000,HOUSE,HOUSE,Flanders,East Flanders,Oudenaarde,9660,50.8329817,3.7524703,,186,731,,3,INSTALLED,0,0,0,0,0,0,0,1,TO_RENOVATE,,F,FUELOIL,0,
67619000,268853,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2800,51.0240088,4.468717,2023,75,0,,1,MISSING,0,0,1,10,0,0,0,1,GOOD,,MISSING,MISSING,0,
22558000,180000,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7022,,,,145,0,3,4,MISSING,0,0,0,0,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
59755000,249000,HOUSE,VILLA,Wallonia,Hainaut,Mons,7050,,,,100,100,,2,SEMI_EQUIPPED,0,0,0,0,1,100,0,1,GOOD,,F,FUELOIL,0,
64151000,335000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1330,50.7128441,4.5289532,2002,81,,4,2,MISSING,0,0,1,,0,0,0,0,MISSING,104,B,GAS,1,1135
66197000,985000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1652,,,1964,350,925,4,6,USA_HYPER_EQUIPPED,0,0,1,100,0,0,1,1,GOOD,349,D,GAS,1,
18292000,495000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1000,50.8288421,4.3627604,,,,2,2,USA_HYPER_EQUIPPED,0,0,1,,0,0,0,1,JUST_RENOVATED,202,D,MISSING,1,
49184000,360500,APARTMENT,APARTMENT,Wallonia,Hainaut,Tournai,7500,50.6065867,3.3808822,2023,105,,2,2,MISSING,0,1,1,18,0,0,0,1,MISSING,,MISSING,MISSING,1,
65112000,616569,HOUSE,HOUSE,Wallonia,Hainaut,Mons,7050,,,,244,1809,,4,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,,MISSING,GAS,1,
4556000,176000,APARTMENT,APARTMENT,Flanders,Antwerp,Turnhout,2440,51.1593624,4.9896744,1968,120,,3,2,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,JUST_RENOVATED,298,C,GAS,1,941
44160000,348000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1200,,,1980,117,,2,2,INSTALLED,0,0,1,10,1,20,0,1,AS_NEW,206,D,GAS,1,
24257000,270000,HOUSE,HOUSE,Wallonia,Namur,Namur,5190,,,,161,161,3,2,MISSING,0,0,1,,0,0,0,1,AS_NEW,,MISSING,MISSING,1,
14837000,259000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9310,50.9557497,4.108991,1959,115,240,3,2,INSTALLED,0,0,1,,0,0,0,1,TO_RENOVATE,864,F,GAS,1,535
37881000,445000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8380,51.3289926,3.2065065,,139,211,3,4,MISSING,0,0,0,0,0,0,0,0,GOOD,73,A,GAS,1,
34557000,390000,APARTMENT,APARTMENT,Flanders,Limburg,Hasselt,3500,50.9270713,5.3432201,2022,98,,,2,HYPER_EQUIPPED,0,0,0,0,0,0,0,1,GOOD,0,MISSING,GAS,0,
8812000,288000,APARTMENT,GROUND_FLOOR,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,,,,100,,2,2,MISSING,0,0,1,22,0,0,0,1,AS_NEW,,MISSING,MISSING,0,
4337000,449000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1850,50.9310337,4.3803263,,101,,4,2,INSTALLED,0,1,1,9,0,0,0,1,AS_NEW,,MISSING,MISSING,1,
71709000,345000,HOUSE,HOUSE,Wallonia,Liège,Liège,4920,50.469088,5.6713083,1982,144,777,4,4,HYPER_EQUIPPED,0,0,1,36,1,600,0,1,GOOD,,G,FUELOIL,1,741
17734000,438000,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,6120,50.3392068,4.3532513,,208,898,4,4,MISSING,0,0,0,0,1,,0,1,MISSING,,A,GAS,0,
56876000,380000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2400,51.1884643,5.22626,,222,1418,4,4,MISSING,0,1,1,,0,0,0,1,GOOD,499,A++,WOOD,1,733
49172000,1500000,HOUSE,VILLA,Wallonia,Hainaut,Mons,7000,,,2014,456,5700,4,4,HYPER_EQUIPPED,0,0,1,,0,0,1,0,AS_NEW,100,B,MISSING,1,2676
55991000,460777,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1050,50.8372036,4.3676116,,,,2,2,USA_INSTALLED,0,0,1,17,0,0,0,1,MISSING,,D,MISSING,1,
43299000,399500,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2930,51.2954961,4.4966031,1958,164,0,,3,INSTALLED,0,1,1,30,0,0,0,1,JUST_RENOVATED,248,C,GAS,1,1023
39443000,175000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2660,51.1712956,4.3646362,,70,,3,1,INSTALLED,0,0,0,0,1,150,0,0,TO_BE_DONE_UP,387,D,MISSING,1,
59697000,345900,HOUSE,HOUSE,Flanders,East Flanders,Gent,9080,51.1332821,3.8632961,,150,0,,3,MISSING,0,0,0,0,0,0,0,1,MISSING,0,MISSING,MISSING,0,
28129000,145000,HOUSE,HOUSE,Flanders,West Flanders,Kortrijk,8520,,,1874,164,71,4,0,MISSING,0,0,0,0,0,0,0,1,TO_RENOVATE,1348,F,MISSING,0,418
68361000,329000,APARTMENT,PENTHOUSE,Flanders,West Flanders,Kortrijk,8500,50.825825,3.271459,2022,109,,4,2,INSTALLED,0,0,1,10,0,0,0,1,AS_NEW,48,A,GAS,0,
56494000,265000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1190,,,,91,,2,2,USA_HYPER_EQUIPPED,0,0,1,9,0,0,0,1,TO_BE_DONE_UP,566,G,GAS,1,
64609000,220000,APARTMENT,APARTMENT,Flanders,East Flanders,Dendermonde,9230,51.0038029,3.8918329,1965,78,,2,2,INSTALLED,0,1,0,0,0,0,0,0,MISSING,160,B,GAS,1,
60887000,299000,APARTMENT,SERVICE_FLAT,Flanders,East Flanders,Oudenaarde,9700,50.8401636,3.6117193,,85,,,1,MISSING,0,0,0,0,0,0,0,0,GOOD,65,B,MISSING,1,
39325000,219000,HOUSE,HOUSE,Wallonia,Luxembourg,Marche-en-Famenne,6987,50.2461461,5.4957496,,137,3307,,3,INSTALLED,0,1,1,10,1,3307,0,1,JUST_RENOVATED,375,E,MISSING,1,691
55244000,650000,HOUSE,MIXED_USE_BUILDING,Wallonia,Liège,Liège,4000,50.6528022,5.6004742,,960,696,2,4,INSTALLED,0,0,1,22,0,0,0,1,GOOD,172,C,GAS,1,5314
73944000,245000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1090,,,1969,95,,,2,HYPER_EQUIPPED,0,0,1,8,0,0,0,1,AS_NEW,250,E,MISSING,1,1085
45549000,229000,APARTMENT,APARTMENT,Wallonia,Walloon Brabant,Nivelles,1480,50.6879612,4.205094,,85,,4,2,MISSING,0,0,1,7,0,0,0,1,MISSING,,MISSING,MISSING,0,
76172000,199000,HOUSE,HOUSE,Wallonia,Liège,Liège,4683,50.6959496,5.649206,,170,160,3,3,USA_INSTALLED,0,0,0,0,0,0,0,1,GOOD,327,D,GAS,1,
61454000,219000,APARTMENT,APARTMENT,Wallonia,Liège,Liège,4100,50.5798326,5.5471062,,68,,,1,MISSING,0,0,1,6,0,0,0,1,MISSING,,B,MISSING,1,
22028000,555000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1040,50.8472115,4.4029382,1930,114,,2,1,USA_HYPER_EQUIPPED,0,0,0,0,0,0,0,1,AS_NEW,111,C,GAS,1,
9051000,295000,HOUSE,MIXED_USE_BUILDING,Wallonia,Liège,Verviers,4800,50.59248,5.85907,,337,164,2,7,SEMI_EQUIPPED,0,0,1,5,0,0,0,1,TO_RENOVATE,,C,GAS,1,3968
7518000,325000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2100,51.2042801,4.4729862,,97,,,2,MISSING,0,0,1,9,0,0,0,1,MISSING,,A,MISSING,1,
30326000,188000,APARTMENT,APARTMENT,Wallonia,Hainaut,Charleroi,7160,50.4424024,4.298692,2022,90,,,1,INSTALLED,0,0,0,0,0,0,0,0,AS_NEW,,MISSING,GAS,1,
68790000,320000,HOUSE,TOWN_HOUSE,Flanders,East Flanders,Dendermonde,9280,51.004432,4.1294795,1979,160,322,2,3,MISSING,0,0,1,,0,0,0,1,GOOD,345,D,MISSING,1,1253
12785000,780000,HOUSE,EXCEPTIONAL_PROPERTY,Wallonia,Liège,Waremme,4261,50.617223,5.1601283,2014,360,2686,4,6,HYPER_EQUIPPED,0,0,1,,1,1700,1,1,AS_NEW,117,B,GAS,0,2082
61284000,310000,HOUSE,HOUSE,Wallonia,Luxembourg,Marche-en-Famenne,6900,50.2112412,5.33287,,158,369,,3,MISSING,0,0,1,,1,369,0,0,GOOD,108,B,GAS,1,
29206000,260000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1060,50.825564,4.3440054,1930,67,,2,2,MISSING,0,0,0,0,0,0,0,0,MISSING,250,E,GAS,1,1
4082000,129500,HOUSE,HOUSE,Wallonia,Hainaut,Mouscron,7700,,,,85,80,2,2,SEMI_EQUIPPED,0,1,1,,1,22,0,1,JUST_RENOVATED,403,E,ELECTRIC,1,865
39562000,195000,APARTMENT,APARTMENT,Flanders,East Flanders,Aalst,9400,50.8358247,3.9879857,1985,110,,4,2,INSTALLED,0,0,0,0,0,0,0,0,GOOD,343,D,GAS,1,
35655000,899000,HOUSE,APARTMENT_BLOCK,Flanders,Antwerp,Antwerp,2060,51.2278565,4.4227785,,274,79,3,4,MISSING,0,1,1,5,0,0,0,1,GOOD,197,B,MISSING,1,
65061000,210000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2161118,2.8803727,1962,58,,2,1,NOT_INSTALLED,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,148,B,MISSING,1,
60908000,339000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2431,51.0667253,4.9862793,2022,139,220,2,3,USA_HYPER_EQUIPPED,0,0,1,20,1,75,0,0,AS_NEW,53,A,GAS,1,
48157000,998000,HOUSE,VILLA,Flanders,East Flanders,Eeklo,9992,,,1993,404,4686,,6,INSTALLED,0,0,1,50,1,4000,0,0,MISSING,250,C,FUELOIL,1,1908
39644000,119999,HOUSE,HOUSE,Wallonia,Hainaut,Charleroi,6040,,,1940,125,80,3,2,NOT_INSTALLED,0,0,1,,0,0,0,1,TO_RENOVATE,348,E,GAS,1,342
31877000,399000,HOUSE,APARTMENT_BLOCK,Flanders,West Flanders,Oostend,8430,51.1497846,2.7571914,1969,280,106,2,0,MISSING,0,0,0,0,0,0,0,0,TO_BE_DONE_UP,,C,GAS,1,
68552000,225000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2000,51.215035,4.3973676,1954,53,,2,1,INSTALLED,0,0,1,2,0,0,0,0,GOOD,193,B,GAS,1,416
44589000,749000,HOUSE,HOUSE,Wallonia,Namur,Namur,5332,,,,313,30655,4,6,INSTALLED,0,1,0,0,1,30655,0,1,AS_NEW,197,C,FUELOIL,1,1041
64990000,108000,HOUSE,HOUSE,Wallonia,Liège,Verviers,4800,50.5930705,5.8464779,,,0,,2,MISSING,0,0,0,0,0,0,0,1,MISSING,490,F,MISSING,0,
12447000,325000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2630,51.1292779,4.3903485,,94,,2,2,HYPER_EQUIPPED,0,0,1,18,1,40,0,0,MISSING,,MISSING,MISSING,0,
66811000,650000,HOUSE,VILLA,Wallonia,Walloon Brabant,Nivelles,1320,,,2003,225,4380,4,4,HYPER_EQUIPPED,0,0,1,,1,4380,1,1,AS_NEW,216,C,FUELOIL,0,1902
39082000,354000,HOUSE,HOUSE,Flanders,West Flanders,Oostend,8400,51.2076148,2.9246344,2023,,252,,3,MISSING,0,0,0,0,0,0,0,0,MISSING,,MISSING,MISSING,0,
34199000,355000,APARTMENT,APARTMENT,Flanders,West Flanders,Oostend,8400,51.2363194,2.9362081,2024,106,,,2,MISSING,0,0,1,24,0,0,0,0,GOOD,,MISSING,MISSING,1,
30402000,299000,HOUSE,VILLA,Wallonia,Namur,Namur,5170,50.3758838,4.8634388,,165,774,4,3,MISSING,0,0,1,,0,0,0,1,GOOD,795,G,FUELOIL,0,1388
32541000,234000,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Halle-Vilvoorde,1800,50.9241872,4.4204764,2012,70,,2,1,INSTALLED,0,0,1,10,0,0,0,0,GOOD,95,A,GAS,0,775
25312000,229000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2610,51.162189,4.3865479,1996,101,,2,2,INSTALLED,0,0,1,80,0,0,0,0,GOOD,172,B,GAS,1,1031
2159000,299000,HOUSE,HOUSE,Flanders,West Flanders,Brugge,8380,51.326984,3.1783784,1967,188,381,3,3,SEMI_EQUIPPED,0,0,1,,0,0,0,0,TO_BE_DONE_UP,404,E,GAS,1,825
56074000,385000,HOUSE,HOUSE,Flanders,Antwerp,Turnhout,2290,51.2023152,4.777602,1976,189,273,3,4,SEMI_EQUIPPED,0,1,0,0,1,,0,0,GOOD,273,C,GAS,1,689
4257000,1475000,HOUSE,VILLA,Flanders,Flemish Brabant,Halle-Vilvoorde,1500,50.7235725,4.2268438,1953,706,5498,4,7,MISSING,0,0,0,0,0,0,1,0,MISSING,545,F,GAS,1,4107
74474000,238400,APARTMENT,GROUND_FLOOR,Flanders,Antwerp,Turnhout,2300,51.3377191,4.9344756,2022,80,,2,2,INSTALLED,0,1,1,10,0,0,0,0,MISSING,,MISSING,MISSING,1,
42154000,417600,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9470,50.8918285,4.0787215,2023,274,274,3,3,HYPER_EQUIPPED,0,0,1,,0,0,0,0,MISSING,20,A,GAS,1,
66129000,523500,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1160,50.8163956,4.3989398,2024,104,,2,2,USA_HYPER_EQUIPPED,0,0,1,25,0,0,0,0,AS_NEW,40,A,GAS,1,
75653000,384000,HOUSE,HOUSE,Flanders,East Flanders,Eeklo,9060,51.2010201,3.816723,1965,,440,3,4,INSTALLED,0,0,1,1,1,1,1,0,JUST_RENOVATED,,B,GAS,1,745
3941000,740000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2050,51.2329521,4.3812628,1987,270,,2,4,HYPER_EQUIPPED,0,0,1,23,0,0,0,0,AS_NEW,162,B,MISSING,1,
2622000,475000,HOUSE,HOUSE,Wallonia,Walloon Brabant,Nivelles,1420,50.6850815,4.3798889,1950,245,307,2,4,MISSING,0,0,1,14,0,0,0,0,MISSING,435,F,FUELOIL,1,1864
67496000,595000,HOUSE,HOUSE,Brussels-Capital,Brussels,Brussels,1030,50.865575,4.3774717,,200,67,2,4,MISSING,0,0,0,0,0,0,0,1,TO_RESTORE,884,G,MISSING,0,
12826000,220000,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2610,51.1828209,4.3810107,,,,,2,MISSING,0,0,0,0,0,0,0,0,GOOD,58,A,MISSING,0,
26372000,335000,HOUSE,HOUSE,Wallonia,Hainaut,Thuin,7130,50.4322615,4.0673268,2023,192,648,2,3,INSTALLED,0,0,1,18,1,536,0,0,MISSING,70.5,A,GAS,1,
36548000,525965,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9308,50.9722291,4.0354096,2024,216,0,3,3,HYPER_EQUIPPED,0,1,1,16,1,608,0,0,MISSING,,MISSING,MISSING,1,
21473000,1290000,HOUSE,VILLA,Brussels-Capital,Brussels,Brussels,1180,,,1930,314,649,,5,MISSING,0,0,1,40,0,0,0,1,AS_NEW,437,G,GAS,0,3207
66103000,568560,APARTMENT,APARTMENT,Flanders,Flemish Brabant,Leuven,3360,50.8558443,4.7765579,,99,,,2,HYPER_EQUIPPED,0,0,1,14,0,0,1,1,MISSING,,MISSING,GAS,1,
45635000,1250000,APARTMENT,APARTMENT,Flanders,West Flanders,Brugge,8300,51.3509547,3.2865581,1966,105,,2,3,HYPER_EQUIPPED,1,0,1,8,0,0,0,0,AS_NEW,96,A,GAS,1,1080
72185000,403934,APARTMENT,APARTMENT,Flanders,Antwerp,Antwerp,2650,,,,105,,,3,MISSING,0,0,1,23,0,0,0,1,MISSING,,MISSING,MISSING,0,
32716000,299000,HOUSE,HOUSE,Flanders,Antwerp,Antwerp,2520,51.1794799,4.5878249,2023,162,470,3,3,MISSING,0,0,1,18,1,160,0,0,MISSING,,MISSING,MISSING,0,
13735000,375000,HOUSE,HOUSE,Flanders,East Flanders,Aalst,9473,50.8984066,4.0499839,1935,180,1570,3,3,MISSING,0,0,1,,0,0,0,1,TO_BE_DONE_UP,,MISSING,MISSING,0,
27425000,219000,APARTMENT,GROUND_FLOOR,Flanders,East Flanders,Aalst,9470,50.8848087,4.0725905,1971,96,,,2,INSTALLED,0,0,1,,0,0,0,1,GOOD,337,D,ELECTRIC,1,874
22286000,149000,APARTMENT,APARTMENT,Brussels-Capital,Brussels,Brussels,1150,,,1959,37,,2,1,SEMI_EQUIPPED,0,1,1,10,1,30,0,1,GOOD,443,G,FUELOIL,0,793
43096000,1375000,HOUSE,VILLA,Flanders,Antwerp,Turnhout,2270,51.1191274,4.7506243,1991,322,10639,4,6,HYPER_EQUIPPED,0,0,1,,0,0,0,0,GOOD,263,C,FUELOIL,1,2100
65028000,220000,HOUSE,BUNGALOW,Wallonia,Liège,Liège,4670,50.6699829,5.7286742,1970,94,740,,3,MISSING,0,0,0,0,0,0,0,1,TO_BE_DONE_UP,827,G,MISSING,0,780
25635000,625000,HOUSE,HOUSE,Flanders,Antwerp,Mechelen,2221,51.0358985,4.7650386,1970,450,1776,4,8,MISSING,0,0,1,,0,0,0,0,MISSING,277,C,MISSING,0,1791
